timestamp,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6
1717057515.0786252,-31.546387,222.858917,206.786774,62.424325,-80.039454,-143.780607,98.744807,22.75754,23.314398,0.142838,-94.285591,-8.745112
1717057515.191841,-31.476938,222.869644,206.787216,62.186834,-80.117204,-143.605569,98.744807,22.75754,23.314398,0.208729,-94.285591,-8.65722
1717057515.3011913,-31.373135,222.888641,206.753769,62.317296,-80.141612,-143.832174,98.744807,22.75754,23.314398,0.318622,-94.248979,-8.64622
1717057515.4102883,-30.805441,222.973145,206.747421,60.292406,-80.771808,-142.316815,98.744807,22.75754,23.314398,0.845972,-94.244395,-7.932142
1717057515.5198934,-30.782009,222.976562,206.746521,59.001303,-81.122516,-141.031441,98.744807,22.75754,23.314398,0.867916,-94.244395,-7.525629
1717057515.6312175,-30.839771,222.968399,206.745239,58.112588,-81.347574,-140.077237,98.744807,22.75754,23.314398,0.81297,-94.244395,-7.152118
1717057515.7386546,-30.317728,223.04538,206.697388,53.057954,-82.469941,-135.46189,98.744807,22.75754,23.314398,1.307375,-94.198616,-5.932634
1717057515.8480659,-30.387611,223.039505,206.657379,53.287252,-82.492,-135.623465,98.744807,22.75754,23.314398,1.241428,-94.162004,-5.932634
1717057515.9573681,-30.678228,222.999466,206.659302,58.224372,-81.474427,-140.334094,98.744807,22.757196,23.314398,0.966809,-94.162004,-7.196063
1717057516.0667083,-30.759321,222.990768,206.627808,56.77731,-81.859855,-138.791291,98.744807,22.757196,23.314398,0.889918,-94.134502,-6.72366
1717057516.1790328,-31.154604,222.950333,206.431671,57.155978,-82.114191,-138.779373,98.744807,22.757196,23.314398,0.505349,-93.942275,-6.624767
1717057516.287498,-31.250542,222.967636,206.053909,61.578983,-81.754259,-143.11718,98.744807,22.757196,23.314512,0.428458,-93.603542,-7.163061
1717057516.3967445,-31.838224,223.278214,204.562775,71.522322,-82.336499,-152.467564,98.744807,22.756107,23.40693,-0.120837,-92.033408,-7.108172
1717057516.506207,-35.303894,232.35054,212.621643,51.329455,-81.671524,-130.5466,98.744807,22.365637,25.800977,-1.922617,-92.028825,-6.306145
1717057516.6155267,-39.249016,254.131912,238.600128,40.818201,-75.437514,-120.23949,98.745036,19.849435,31.624234,-2.274184,-89.479048,-9.030789
1717057516.726748,-42.979286,281.242157,279.342041,48.851814,-74.878651,-129.054561,98.745036,14.511302,39.913672,-1.63694,-74.76194,-10.612783
1717057516.836398,-46.682602,297.595947,331.824371,68.900066,-74.854186,-148.048341,98.745093,7.833135,48.705824,-2.878425,-54.84925,-12.073997
1717057516.945602,-45.052254,298.146118,391.00708,83.227506,-70.917335,-164.02567,98.745208,0.906018,57.624485,-0.560295,-35.723861,-18.358141
1717057517.0550632,-41.29895,286.303314,436.516052,80.0783,-67.962879,-163.221753,98.742572,-4.158757,62.635231,3.339828,-27.172867,-24.510504
1717057517.1643956,-40.699005,280.728302,447.254395,75.720211,-67.144466,-159.037328,98.742572,-5.795067,63.189624,2.944316,-26.765437,-24.598396
1717057517.2760053,-42.09565,283.166504,434.803528,80.133877,-69.169184,-161.998717,98.742572,-5.005359,61.49917,0.714135,-27.236924,-20.907001
1717057517.3853574,-42.753197,288.796478,401.277557,76.57283,-70.804864,-158.511753,98.742687,-1.924565,55.846884,0.505349,-37.051404,-18.841545
1717057517.4944425,-44.630119,291.171936,350.475739,59.523611,-68.838874,-140.719351,98.743604,4.391034,48.408402,-1.57105,-56.817646,-17.094711
1717057517.6097655,-44.245132,283.356018,291.378784,54.263114,-71.350549,-134.103751,98.747729,12.650965,41.11591,-2.482913,-72.605899,-13.930667
1717057517.7261221,-40.355541,268.905609,243.748718,60.851212,-77.220043,-141.19376,98.750594,19.629076,35.564751,-1.098647,-80.51604,-10.766622
1717057517.8416066,-35.082355,252.806351,219.753052,66.51255,-79.088057,-149.073133,98.750594,23.043961,31.018273,1.384266,-86.494454,-10.096433
1717057517.9509118,-31.942953,240.141983,208.899658,81.460905,-81.538254,-164.750118,98.750594,23.297839,27.737746,2.340074,-87.043748,-8.437491
1717057518.052968,-32.50713,236.436081,206.556351,84.400236,-83.725234,-166.560206,98.750594,23.297839,26.802221,1.263429,-87.345869,-6.218254
1717057518.1563685,-33.07835,236.36377,206.589355,84.539579,-83.299469,-166.165381,98.750594,23.297495,26.804341,0.725078,-87.373371,-6.613766
1717057518.2657394,-33.242188,236.338913,206.898529,82.137568,-83.2577,-163.625115,98.750594,23.297495,26.806002,0.571296,-87.657157,-6.613766
1717057518.373142,-34.228798,236.179565,207.1577,80.495815,-82.963945,-161.065484,98.750594,23.297495,26.806518,-0.373511,-87.904331,-6.822495
1717057518.4824884,-34.298382,236.168228,207.167175,80.431472,-82.95896,-160.935766,98.750594,23.297495,26.806633,-0.428458,-87.913498,-6.822495
1717057518.591848,-34.703651,236.100052,207.168121,80.394917,-82.981248,-160.514642,98.750594,23.297495,26.806747,-0.81297,-87.918082,-6.778549
1717057518.7011871,-34.761524,236.090485,207.167603,80.297457,-83.054129,-160.36149,98.750594,23.297495,26.806862,-0.867916,-87.918082,-6.701658
1717057518.811829,-34.761524,236.090485,207.167603,80.297457,-83.054129,-160.36149,98.750594,23.297495,26.806862,-0.867916,-87.918082,-6.701658
1717057518.9219391,-34.576431,236.122696,207.169861,80.268121,-83.063353,-160.507881,98.750594,23.297495,26.806976,-0.692133,-87.918082,-6.701658
1717057519.0312412,-34.692169,236.10289,207.16864,80.285883,-83.057566,-160.415807,98.750594,23.297495,26.806976,-0.802026,-87.918082,-6.701658
