,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6,gripper
143,-94.48425125888667,252.35403758475917,122.46618206684687,92.945042,6.636112,-165.332816,113.020108,53.399036,44.569241,9.129624,-96.034258,-95.240482,1
144,-94.03370687015513,252.47514780623843,122.48406357958096,92.910263,0.335524,-166.125274,113.020108,53.399036,44.569241,9.602028,-96.034258,-88.857446,1
145,-93.534089962044,252.60342254147795,122.50137141063877,92.928139,-8.845895,-167.094088,113.020108,53.399036,44.569241,10.107434,-96.034258,-79.584984,1
146,-93.17278490210887,252.68335884869458,122.51076888425172,93.018781,-17.227523,-167.820885,113.020108,53.399036,44.569241,10.393053,-96.034258,-71.147435,1
147,-92.77700345060916,252.77018236362872,122.51877789487152,93.179668,-25.436977,-168.619302,113.020108,53.399036,44.569241,10.733619,-96.034258,-62.204595,1
148,-92.21518780154605,252.90390991888154,122.53158648497738,93.399684,-33.076109,-169.709068,113.020108,53.399036,44.569241,11.326917,-96.034258,-55.129369,1
149,-91.82277935866712,252.98688101726236,122.5388130149927,93.576384,-37.571134,-170.394497,113.020108,53.399036,44.569241,11.689428,-96.034258,-50.570057,1
150,-91.57936835045673,253.03038564078017,122.53484760497876,94.082191,-46.151063,-171.320855,113.020108,53.399036,44.569241,11.854268,-96.034258,-41.945782,1
151,-91.27425074407317,253.0863307174104,122.53349261487988,94.712273,-53.267371,-172.393489,113.020108,53.399036,44.569241,12.095941,-96.034258,-34.77172,1
152,-90.75012811398233,253.18309487637808,122.54434408430043,95.311873,-58.180484,-173.567423,113.020108,53.399036,44.569241,12.5354,-96.034258,-29.77295,1
153,-89.77629393982077,253.37993543954653,122.57726789092274,95.688879,-61.053638,-175.135436,113.020108,53.399036,44.569241,13.645047,-96.034258,-26.718741,1
154,-89.10856352494227,253.50039199767613,122.58775126123591,97.541653,-68.795157,-177.899156,113.020108,53.399036,44.569241,14.359124,-96.029675,-18.819601,1
155,-89.11126320983281,253.48838186331793,122.5754596764927,98.950212,-72.196235,-179.259415,113.020108,53.399036,44.569241,14.227287,-96.029675,-15.402824,1
156,-89.25973173405461,253.45544798804755,122.55238279772021,104.214262,-78.790921,175.544815,113.020108,53.399036,44.569241,13.996557,-96.029675,-8.712167,1
157,-89.20853919449486,253.4749473133057,122.5427011098285,115.190472,-83.581021,164.283157,113.020108,53.398922,44.569241,14.161397,-96.029675,-3.625505,1
158,-89.45692743291453,253.44530567529446,122.52935586125072,115.097882,-83.550482,164.453154,113.020108,53.398922,44.569241,14.084449,-96.029675,-3.669451,1
159,-90.67636540299229,253.18433820722169,122.47355405767584,118.489391,-84.122122,162.632924,113.020108,53.398922,44.569126,12.491454,-96.029675,-3.240993,1
160,-91.09311698503912,253.1103397082786,122.45488048480435,119.306257,-84.245709,162.129925,113.020108,53.398922,44.569012,12.172832,-96.029675,-3.142101,1
161,-91.04844450724244,253.129460190209,122.45653285115021,119.148522,-84.22915,162.14591,113.020108,53.398922,44.569012,12.315671,-96.029675,-3.142101,1
162,-90.95823005841538,253.1272716744613,122.46018862209694,118.903811,-84.17449,162.501545,113.020108,53.398922,44.568668,12.205835,-96.029675,-3.218991,1
163,-90.0062638432498,253.3447906527278,122.50131488143136,117.313739,-83.982664,162.794498,113.019764,53.398922,44.568439,13.51321,-96.029675,-3.262937,1
164,-89.84504100108336,253.3710946613029,122.50808866649122,117.187574,-83.968512,162.800572,113.019649,53.398922,44.568439,13.634046,-96.029675,-3.262937,1
165,-90.33677816325032,253.25193935102132,122.48465711751588,117.97963,-84.05543,162.750094,113.019535,53.398922,44.567465,12.886967,-96.029675,-3.262937,1
166,-90.33703597841853,253.26182127430994,122.48396203860398,117.853465,-84.041106,162.756339,113.019535,53.398922,44.567236,13.007804,-96.029675,-3.262937,1
167,-90.35252170726075,253.26029513437547,122.48280711410798,117.855069,-84.040991,162.754735,113.019535,53.398922,44.567006,13.007804,-96.029675,-3.262937,1
168,-90.44664226514595,253.23990382083463,122.47824864604401,117.972869,-84.053711,162.746026,113.019535,53.398922,44.566835,12.897968,-96.029675,-3.262937,1
169,-90.53897188361496,253.21939940545565,122.47381276215596,118.090899,-84.06643,162.737031,113.019535,53.398922,44.566605,12.788074,-96.029675,-3.262937,1
170,-90.54207303654378,253.21865505069474,122.47336392689174,118.091701,-84.066373,162.736229,113.019535,53.398922,44.566491,12.788074,-96.029675,-3.262937,1
171,-90.46908233564758,253.23414459254184,122.47595879919434,117.989313,-84.05457,162.740468,113.019535,53.398922,44.566147,12.886967,-96.029675,-3.262937,1
172,-90.4426489773416,253.23758516263115,122.47653686827434,117.968515,-84.051763,162.739494,113.019535,53.398922,44.565803,12.908911,-96.029675,-3.262937,1
173,-90.45087952840203,253.23397198417774,122.47591441045164,117.992579,-84.054284,162.73726,113.019535,53.398922,44.565689,12.886967,-96.029675,-3.262937,1
174,-90.43578419307048,253.23520307436553,122.47645359443553,117.992579,-84.054284,162.73726,113.019535,53.398922,44.565689,12.886967,-96.029675,-3.262937,1
175,-90.33698163002082,253.25495721305924,122.48031115616148,117.818056,-84.030162,162.792092,113.019535,53.398922,44.565402,13.007804,-96.029675,-3.273938,1
176,-90.26566958705446,253.26740260796663,122.4832013425333,117.749416,-84.02237,162.795243,113.019535,53.398922,44.565288,13.073751,-96.029675,-3.273938,1
