,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6,gripper
177,-90.21241989230597,253.2751880913917,122.48542489903834,117.569221,-83.98931,162.943525,113.019535,53.398922,44.565288,13.106696,-96.029675,-3.306883,1
178,-90.1017457667813,253.29496347916876,122.48943605169677,117.408391,-83.966507,162.995549,113.019535,53.398922,44.565058,13.216532,-96.029675,-3.317884,1
179,-89.95106270838178,253.32452196882073,122.49248341114217,117.265553,-83.943703,162.963979,113.019535,53.398922,44.564944,13.392316,-96.025091,-3.317884,1
180,-89.89347848350926,253.3337134453696,122.49445641515634,117.172848,-83.928749,163.013311,113.019535,53.398922,44.564944,13.436261,-96.025091,-3.328885,1
181,-89.88225219267368,253.33446542602496,122.49485507979578,117.172848,-83.928749,163.013311,113.019535,53.398922,44.564944,13.436261,-96.025091,-3.328885,1
182,-89.87247867253272,253.335133251402,122.49527406361834,117.172848,-83.928749,163.013311,113.019535,53.398922,44.564944,13.436261,-96.025091,-3.328885,1
183,-89.82506384252268,253.34313720346762,122.49738930191423,117.127528,-83.923592,163.01503,113.019535,53.398922,44.564944,13.480207,-96.025091,-3.328885,1
184,-89.73400038260331,253.35738786072858,122.501389747867,117.059575,-83.9158,163.017494,113.019535,53.398922,44.564944,13.546155,-96.025091,-3.328885,1
185,-89.51051845309713,253.4021147483071,122.5107971852877,116.76708,-83.88211,163.026374,113.019535,53.398922,44.564829,13.831774,-96.025091,-3.328885,1
186,-89.45588233597957,253.4080166170752,122.50946936385911,116.784498,-83.877354,162.987184,113.019535,53.398922,44.5646,13.853776,-96.020507,-3.328885,1
187,-89.44584356278025,253.40845867556703,122.50924699786702,116.784498,-83.877354,162.987184,113.019535,53.398922,44.5646,13.853776,-96.020507,-3.328885,1
188,-89.44024704070188,253.40835268480348,122.509240623343,116.7853,-83.877297,162.986382,113.019535,53.398922,44.564485,13.853776,-96.020507,-3.328885,1
189,-89.41743868143092,253.41126541407783,122.510248742191,116.77407,-83.875979,162.986726,113.019535,53.398922,44.564485,13.864719,-96.020507,-3.328885,1
190,-89.33214504788357,253.42802718866156,122.51416782980291,116.661713,-83.863088,162.989992,113.019535,53.398922,44.564485,13.974613,-96.020507,-3.328885,1
191,-89.30287960587044,253.43023550392937,122.51537023662652,116.662515,-83.862973,162.989189,113.019535,53.398922,44.564371,13.974613,-96.020507,-3.328885,1
192,-89.21331258733908,253.44718275174583,122.51952158995616,116.550387,-83.850081,162.992226,113.019535,53.398922,44.564371,14.084449,-96.020507,-3.328885,1
193,-89.1650159181639,253.45507168562676,122.52177130311036,116.505639,-83.844925,162.993372,113.019535,53.398922,44.564371,14.128394,-96.020507,-3.328885,1
194,-89.14879092164432,253.45729045980522,122.52251422870594,116.494466,-83.843607,162.993601,113.019535,53.398922,44.564371,14.139395,-96.020507,-3.328885,1
195,-89.145729611702,253.457469898486,122.52255406912526,116.494466,-83.843607,162.993601,113.019535,53.398922,44.564371,14.139395,-96.020507,-3.328885,1
196,-89.14358674856759,253.45760376478904,122.5220501860457,116.494466,-83.843607,162.993601,113.019535,53.398922,44.564371,14.139395,-96.020507,-3.328885,1
197,-89.13379087970347,253.4591794620811,122.51898704714895,116.521453,-83.840284,162.955729,113.019535,53.398922,44.564371,14.150396,-96.015924,-3.328885,1
198,-89.12409452965326,253.46054918249675,122.51869209684804,116.511082,-83.838909,162.955213,113.019535,53.398922,44.564256,14.161397,-96.015924,-3.328885,1
199,-89.12243229821608,253.46065426398792,122.51864153393932,116.511082,-83.838909,162.955213,113.019535,53.398922,44.564256,14.161397,-96.015924,-3.328885,1
200,-89.12215525964321,253.46066227867792,122.51863310678786,116.511082,-83.838909,162.955213,113.019535,53.398922,44.564256,14.161397,-96.015924,-3.328885,1
