,x,y,z
0.0,-29.425461762901556,232.41260800257797,192.63372931706573
0.40080160320641284,-29.416057938159586,232.41248248262954,192.61006936340704
0.8016032064128257,-29.40212810486799,232.41292431500443,192.57914390099245
1.2024048096192386,-29.383292749623923,232.4145620621981,192.543403452392
1.6032064128256514,-29.358820941127203,232.41798619134929,192.5037686166765
2.0040080160320644,-29.327830815328213,232.423712147732,192.46019879218656
2.404809619238477,-29.289488551205565,232.43214267804083,192.4122512871987
2.80561122244489,-29.243163777949107,232.4435416458172,192.3595375813248
3.2064128256513027,-29.188416027306616,232.45805544292207,192.30179649704883
3.6072144288577155,-29.12493562958874,232.47574848289798,192.2388726995361
4.008016032064129,-29.05235778447045,232.49671023658007,192.17063463032346
4.408817635270541,-28.96995286570763,232.5212321026406,192.09683341948664
4.809619238476954,-28.876443518583667,232.54990669482086,192.01699575677205
5.210420841683367,-28.770326461509047,232.58341965447582,191.93045590295884
5.61122244488978,-28.650289450191497,232.62228401815304,191.8364176021331
6.012024048096192,-28.515164709486385,232.6668748614565,191.73398470224242
6.412825651302605,-28.363447763607095,232.71774549174617,191.62216268368186
6.813627254509019,-28.19299572509124,232.77582402848842,191.49985718926814
7.214428857715431,-28.00144907293104,232.84213003287098,191.36586814815996
7.615230460921844,-27.786789570004796,232.9174001750771,191.21888119219346
8.016032064128257,-27.547343428944128,233.0020766733983,191.05744082354002
8.41683366733467,-27.281278487379936,233.096626472641,190.87990656363215
8.817635270541082,-26.986210001586905,233.20180628143947,190.684496630628
9.218436873747494,-26.659258243990784,233.3186940968298,190.4696493879844
9.619238476953909,-26.297237744911527,233.44863961806573,190.23441587060648
10.02004008016032,-25.897504640753468,233.5926180337422,189.97807167438472
10.420841683366733,-25.459397301744367,233.7500471888985,189.699031620172
10.821643286573147,-24.985461428059715,233.91800760789778,189.39465709302303
11.22244488977956,-24.481826062310315,234.09194425309659,189.06424100195207
11.623246492985972,-23.958311479764074,234.26669574611105,188.71251572021066
12.024048096192384,-23.426515572750336,234.43787783911532,188.34993677652795
12.424849699398798,-22.896135129492475,234.60358662350004,187.99018367375078
12.82565130260521,-22.372223099110023,234.76531784015367,187.64737251487242
13.226452905811623,-21.855789410314493,234.926181936824,187.33251569366848
13.627254509018037,-21.34507990102837,235.0886517480114,187.05003058083156
14.02805611222445,-20.83701593383004,235.25382293064553,186.79829012974253
14.428857715430862,-20.328779607125053,235.42194251299722,186.57357921779086
14.829659318637274,-19.819119777439912,235.5928073526948,186.37315511507148
15.230460921843688,-19.30874296277247,235.76563297264647,186.19512504382786
15.6312625250501,-18.800480944205276,235.93883972091496,186.037716838313
16.032064128256515,-18.29857972653185,236.1103190366829,185.89906706416076
16.432865731462925,-17.80726307701546,236.2780955434911,185.77743257744362
16.83366733466934,-17.329720442471825,236.44079293360545,185.67134945328664
17.234468937875754,-16.86849170267008,236.59744583376528,185.57958537868646
17.635270541082164,-16.426096106898115,236.74719851126426,185.50105637284787
18.03607214428858,-16.005250936830294,236.88920188616606,185.43479489517526
18.43687374749499,-15.60876369420153,237.0226685436823,185.37995907798455
18.837675350701403,-15.239252237705319,237.14696317383812,185.335842955244
19.238476953907817,-14.89836201609724,237.26178748739218,185.30188382180856
19.639278557114228,-14.585947626264902,237.36736798359124,185.27766893085564
20.04008016032064,-14.300297923950867,237.46437062324046,185.26292402515085
20.440881763527056,-14.039173182572899,237.5536028606954,185.2574879338536
20.841683366733466,-13.800559002064118,237.63580337609113,185.26131414179488
21.24248496993988,-13.582531371690079,237.71170459323577,185.27455149748022
21.643286573146295,-13.382963037081478,237.78214240537045,185.29763477042746
22.044088176352705,-13.199303401235522,237.84811866054324,185.33128235867082
22.44488977955912,-13.028411813485448,237.9108285677942,185.376424106786
22.845691382765533,-12.866602205686146,237.97162524661,185.43411700669293
23.246492985971944,-12.710305078443053,238.031801524101,185.5054263392647
23.647294589178358,-12.55680559614575,238.09235138137925,185.5913110711268
24.04809619238477,-12.404471912473939,238.15391614507274,185.69265770575797
24.448897795591183,-12.252610772853231,238.21686606150539,185.81042399940927
24.849699398797597,-12.10131233171382,238.28137572014134,185.9457461963028
25.250501002004007,-11.951271525837543,238.34747872747707,186.09993650440558
25.65130260521042,-11.80358323170368,238.4151252470627,186.27446725449096
26.052104208416836,-11.6591772512377,238.48434112294348,186.47101532334494
26.452905811623246,-11.517989837141483,238.55546137167335,186.69155076654067
26.85370741482966,-11.378538804020218,238.6292384359261,186.93835536414008
27.254509018036075,-11.23862628378296,238.70660072210305,187.21384290597874
27.655310621242485,-11.096169755433738,238.7883780609976,187.52037942331611
28.0561122244489,-10.949287846122505,238.87535080449234,187.86052880178136
28.45691382765531,-10.795864750400202,238.9685258524995,188.23759830557077
28.857715430861724,-10.633349000583564,239.06919793251373,188.65568311067327
29.258517034068138,-10.459202790871212,239.17842713436116,189.11835722368727
29.65931863727455,-10.271421039624117,239.2964708316284,189.62727399563238
30.060120240480963,-10.068584124181632,239.4228702139233,190.1824770115509
30.460921843687377,-9.84959436689022,239.55698203234638,190.78387546667724
30.861723446893787,-9.61352812359298,239.69828137647795,191.43204453192016
31.2625250501002,-9.35979458263144,239.8460591883746,192.12724164458953
31.663326653306616,-9.088315331161954,239.99904822234654,192.86815980001907
32.06412825651303,-8.799334280800599,240.15536364287598,193.6509560062646
32.46492985971944,-8.492981982443847,240.31265077328894,194.46844919914565
32.86573146292585,-8.169056851300684,240.46830911675988,195.3097685057598
33.26653306613227,-7.8273590921932445,240.61990657353275,196.16116436967295
33.66733466933868,-7.46810518093818,240.7655981110135,197.0070333460315
34.06813627254509,-7.092289573004242,240.9042365901675,197.83160469868375
34.46893787575151,-6.702016920041313,241.03528712233492,198.62106405274497
34.86973947895792,-6.300723843611677,241.15869602596658,199.36500882781777
35.27054108216433,-5.893120403180351,241.2746478142144,200.0562496476947
35.671342685370746,-5.4850774511444165,241.38332041770448,200.69042467208084
36.07214428857716,-5.083264558365487,241.48478965072553,201.266003980716
36.47294589178357,-4.694630458599023,241.5790270448088,201.78454835892552
36.87374749498998,-4.325670285146506,241.6659489049864,202.250397509131
37.274549098196395,-3.98118453037116,241.74558469231758,202.6689578857373
37.675350701402806,-3.6630994580123266,241.8182440008419,203.0449265125807
38.07615230460922,-3.3709028325963195,241.88447054346793,203.38193665520697
38.476953907815634,-3.103063673434802,241.94486614154224,203.68306997310313
38.877755511022045,-2.8581046296563963,241.9999649041688,203.9512269844883
39.278557114228455,-2.6348674324553687,242.05022499148313,204.18915395160303
39.67935871743487,-2.4326348605660555,242.09603761393507,204.39941837151562
40.08016032064128,-2.250901268296378,242.1377508444336,204.58436056745748
40.480961923847694,-2.0889331521330092,242.17570219805287,204.74603007918356
40.88176352705411,-1.945473559550388,242.21023877148662,204.88618099196526
41.28256513026052,-1.8187736649581372,242.24170968015284,205.00640269554566
41.68336673346693,-1.7066904497080506,242.27045376338558,205.10825949825175
42.08416833667335,-1.6070446860667242,242.29677713484568,205.19334657512815
42.48496993987976,-1.5181308891980927,242.32092462537534,205.26329803329506
42.88577154308617,-1.438958535171866,242.34306371274766,205.31986202495608
43.28657314629259,-1.3689029687187952,242.36329625635335,205.36512292877012
43.687374749499,-1.307321138343407,242.38167491467672,205.4016802534627
44.08817635270541,-1.2535537098625256,242.39823469880122,205.43218826477442
44.48897795591183,-1.2071451673029534,242.41303308190788,205.45853375954508
44.88977955911824,-1.1679295420771878,242.42617033638732,205.48144539994283
45.29058116232465,-1.1358259437090934,242.43776789245507,205.50102703257656
45.69138276553107,-1.110619433383586,242.4479434234664,205.51735504708304
46.09218436873748,-1.091945725200774,242.45680382589555,205.53061738714817
46.49298597194389,-1.0793873355580876,242.46444796825867,205.54100143456577
46.8937875751503,-1.0725450710456175,242.47096804361493,205.5486236804657
47.294589178356716,-1.0710577526583713,242.47644794215844,205.553549875023
47.69539078156313,-1.0746244909345102,242.4809607703849,205.55582335452783
48.09619238476954,-1.0831058014515387,242.48456248395124,205.55547018030833
48.496993987975955,-1.0966680407420388,242.48728334514652,205.55249178653042
48.897795591182366,-1.1158955556681665,242.48912221311517,205.5468574636609
49.298597194388776,-1.1418356525850548,242.4900467267206,205.5384969187978
