timestamp,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6,gripper
1721968677.0653586,27.255953,246.582977,203.311676,38.689892,-86.187004,-127.280683,82.067438,26.84651,29.899401,-8.986843,-90.229795,-1.867671,1
1721968677.1660411,27.255987,246.583115,203.305801,38.734468,-86.190786,-127.32526,82.067438,26.84674,29.899401,-8.986843,-90.225211,-1.867671,1
1721968677.2766936,26.786419,246.570999,203.297821,39.043178,-86.183853,-127.194339,82.067438,26.84674,29.899401,-9.426244,-90.225211,-1.867671,1
1721968677.3846605,26.058352,246.545151,203.285065,39.266631,-86.187176,-126.735743,82.067552,26.84674,29.899401,-10.107434,-90.225211,-1.845726,1
1721968677.4932294,25.941019,246.540085,203.282501,39.34484,-86.185629,-126.704001,82.067552,26.846854,29.899401,-10.21727,-90.225211,-1.845726,1
1721968677.6088102,25.940992,246.540009,203.28215,39.851736,-86.157726,-127.212043,82.067552,26.846969,29.899401,-10.21727,-90.225211,-1.900616,1
1721968677.7127998,25.600332,246.524323,203.276077,40.198547,-86.145637,-127.240347,82.067667,26.846969,29.899401,-10.535892,-90.225211,-1.900616,1
1721968677.823113,25.494778,246.519043,203.27417,40.267245,-86.14409,-127.210152,82.067667,26.846969,29.899401,-10.634784,-90.225211,-1.900616,1
1721968677.9309852,25.776369,246.533218,203.268921,40.172592,-86.15532,-127.379118,82.067667,26.847083,29.899401,-10.371109,-90.216044,-1.900616,1
1721968678.0417392,25.77647,246.533829,203.259064,40.260598,-86.162367,-127.467124,82.067667,26.847083,29.899401,-10.371109,-90.206934,-1.900616,1
1721968678.149128,25.776512,246.534058,203.253662,40.305576,-86.16592,-127.512044,82.067667,26.847198,29.899401,-10.371109,-90.20235,-1.900616,1
1721968678.258118,25.787769,246.534637,203.253876,40.297898,-86.166091,-127.515252,82.067782,26.847198,29.899401,-10.360108,-90.20235,-1.900616,1
1721968678.3659008,24.931755,246.634155,203.253281,40.212183,-86.168727,-127.330015,82.299142,26.847198,29.899631,-10.228271,-90.20235,-1.900616,1
1721968678.4745834,21.46311,247.10347,203.259232,39.599061,-86.178983,-126.889181,83.424145,26.847198,29.899631,-8.931896,-90.20235,-1.922617,1
1721968678.5813015,14.629562,247.750137,203.258438,37.692716,-86.250488,-124.824356,85.471323,26.847198,29.899631,-7.042224,-90.20235,-1.867671,1
1721968678.6899655,4.586709,248.266098,203.252182,35.553693,-86.318326,-122.446524,88.46772,26.847198,29.89986,-4.284693,-90.20235,-1.845726,1
1721968678.7968504,-7.533675,248.203979,203.235703,34.121012,-86.35236,-120.591344,92.03444,26.847198,29.90049,-1.142592,-90.20235,-1.900616,1
1721968678.90588,-21.824375,247.243866,202.911423,35.704151,-86.606524,-121.274424,96.1194,26.847198,29.906334,2.043454,-89.918507,-1.988507,1
1721968679.0127587,-36.450729,245.258621,202.520721,36.655605,-86.978374,-121.378416,100.356136,26.847198,29.916877,5.438229,-89.570607,-1.977564,1
1721968679.1236782,-49.881397,242.448822,202.479874,32.667189,-87.155189,-117.142367,104.468254,26.847427,29.941056,9.305408,-89.520244,-1.900616,1
1721968679.231378,-64.318481,238.924149,202.17363,30.865236,-87.74121,-114.529049,108.890457,26.849375,30.09266,12.919912,-88.906835,-1.724832,1
1721968679.339984,-78.366554,236.469437,203.682251,18.118931,-87.577,-101.925009,113.009852,26.869142,30.795106,17.193604,-88.677996,-1.746834,1
1721968679.449095,-92.206467,236.505875,207.561111,20.685037,-86.195885,-104.422532,116.671396,26.93022,32.332982,20.742161,-88.604714,-3.076153,1
1721968679.5577192,-104.276115,236.07608,209.725311,21.919761,-86.234732,-105.787891,119.812637,27.059078,33.766695,24.0271,-87.437428,-3.94407,1
1721968679.6664305,-114.215538,234.084991,209.15831,24.971048,-88.128185,-108.640705,122.455691,27.151725,34.645727,26.608905,-85.043323,-3.94407,1
1721968679.7747443,-123.434624,231.985611,207.492813,18.521606,-88.256413,-101.82159,124.802068,28.156521,35.665591,28.597412,-85.093686,-3.94407,1
1721968679.88463,-132.865677,231.194199,200.20578,-17.623494,-89.035693,-65.594729,127.051271,31.000225,37.551253,30.761703,-85.276804,-2.801534,1
1721968679.9917057,-143.051559,233.177063,191.093414,-58.592039,-89.121981,-23.67834,128.55179,34.527296,40.205995,31.332999,-85.638455,-2.02151,1
1721968680.098544,-151.863098,236.414078,181.576294,-104.927079,-89.472058,23.634967,129.54146,38.174402,43.130372,31.344,-85.675067,-1.900616,1
1721968680.207057,-159.71756,238.471756,172.234467,-125.917674,-88.970262,45.228028,130.55869,41.545685,45.782651,31.750514,-85.844433,-1.241428,1
1721968680.3175852,-167.588333,239.146713,162.97406,-124.631212,-88.036913,44.691166,131.709934,44.67478,48.205346,32.135025,-85.954269,-0.120837,1
1721968680.4246938,-174.578537,238.224152,153.757263,-116.58402,-86.147127,36.86525,133.020288,47.540715,50.284438,33.178725,-86.041244,2.076399,1
1721968680.5336716,-181.348953,236.19339,144.627853,-114.4517,-84.22577,35.174738,134.38112,50.218261,52.137612,34.02464,-86.087023,4.306637,1
1721968680.6433556,-187.44014,234.016678,137.272827,-112.432883,-82.643891,33.538256,135.636413,52.409309,53.751176,34.826667,-86.164831,6.152364,1
1721968680.750454,-192.792984,231.322403,131.937851,-110.461794,-81.640756,31.756816,136.881508,54.047338,54.994724,35.837421,-86.38456,7.393791,1
1721968680.8590982,-196.595749,228.983322,128.232697,-107.30388,-80.272418,28.729479,137.825227,55.191248,55.833419,36.606445,-86.668404,9.019788,1
1721968680.9677875,-198.619095,227.680267,124.698196,-105.529315,-78.595887,27.243456,138.285025,56.185616,56.44402,36.705338,-86.824019,11.019296,1
1721968681.0768144,-199.143402,227.969666,123.844925,-103.105932,-77.216204,24.90596,138.291729,56.492149,56.724483,36.606445,-87.007136,12.425564,1
1721968681.1829066,-200.198517,227.735611,123.840767,-100.093951,-73.429526,22.807616,138.291729,56.493238,56.724827,35.595691,-87.025471,16.292742,1
