timestamp,x,y,z,roll,pitch,yaw,gripper
220.5555556,-131.63586,231.36911,183.72626,-150.548557,-84.935779,56.707065,0
223.3333333,-131.59622,231.38649,183.73798,-150.548557,-84.935779,56.707065,0
226.1111111,-131.5594,231.40472,183.7496,-150.548557,-84.935779,56.707065,0
228.8888889,-131.52538,231.42383,183.76114,-150.548557,-84.935779,56.707065,0
231.6666667,-131.4941,231.44377,183.7726,-150.548557,-84.935779,56.707065,0
234.4444444,-131.46552,231.46455,183.78397,-150.548557,-84.935779,56.707065,0
237.2222222,-131.43959,231.48616,183.79526,-150.548557,-84.935779,56.707065,0
240,-131.41628,231.50859,183.80647,-150.548557,-84.935779,56.707065,0
242.7777778,-131.39552,231.53185,183.81761,-150.548557,-84.935779,56.707065,0
245.5555556,-131.3773,231.5559,183.82867,-150.548557,-84.935779,56.707065,0
248.3333333,-131.36157,231.58073,183.83968,-150.548557,-84.935779,56.707065,0
251.1111111,-131.3483,231.60637,183.85062,-150.548557,-84.935779,56.707065,0
253.8888889,-131.33742,231.63278,183.86148,-150.548557,-84.935779,56.707065,0
256.6666667,-131.3289,231.65997,183.8723,-150.548557,-84.935779,56.707065,0
259.4444444,-131.32272,231.68793,183.88306,-150.548557,-84.935779,56.707065,0
262.2222222,-131.31882,231.71664,183.89375,-150.548557,-84.935779,56.707065,0
265,-131.31715,231.74611,183.9044,-150.548557,-84.935779,56.707065,0
267.7777778,-131.3177,231.7763,183.91501,-150.548557,-84.935779,56.707065,0
270.5555556,-131.32042,231.80724,183.92557,-150.548557,-84.935779,56.707065,0
273.3333333,-131.32527,231.8389,183.93608,-150.548557,-84.935779,56.707065,0
276.1111111,-131.33221,231.87128,183.94656,-150.548557,-84.935779,56.707065,0
278.8888889,-131.3412,231.90437,183.957,-150.548557,-84.935779,56.707065,0
281.6666667,-131.35222,231.93817,183.9674,-150.548557,-84.935779,56.707065,0
284.4444444,-131.3652,231.97266,183.97778,-150.548557,-84.935779,56.707065,0
287.2222222,-131.38014,232.00783,183.98813,-150.548557,-84.935779,56.707065,0
290,-131.39699,232.04369,183.99844,-150.548557,-84.935779,56.707065,0
292.7777778,-131.4157,232.08022,184.00873,-150.548557,-84.935779,56.707065,0
295.5555556,-131.43625,232.11742,184.019,-150.548557,-84.935779,56.707065,0
298.3333333,-131.4586,232.15527,184.02925,-150.548557,-84.935779,56.707065,0
301.1111111,-131.48271,232.19379,184.03949,-150.548557,-84.935779,56.707065,0
303.8888889,-131.50856,232.23294,184.04971,-150.548557,-84.935779,56.707065,0
306.6666667,-131.5361,232.27274,184.05992,-150.548557,-84.935779,56.707065,0
309.4444444,-131.5653,232.31316,184.07011,-150.548557,-84.935779,56.707065,0
312.2222222,-131.59615,232.3542,184.0803,-150.5466429,-84.93537281,56.69981013,0
315,-131.62857,232.39587,184.09048,-150.5422927,-84.93444967,56.6833218,0
317.7777778,-131.66257,232.43816,184.10066,-150.5379425,-84.93352652,56.66683347,0
320.5555556,-131.69809,232.48103,184.11084,-150.5335924,-84.93260337,56.65034513,0
323.3333333,-131.7351,232.5245,184.12102,-150.5292422,-84.93168022,56.6338568,0
326.1111111,-131.77359,232.56857,184.1312,-150.5249221,-84.93076344,56.61747839,0
328.8888889,-131.81352,232.61322,184.14139,-150.5213251,-84.92999956,56.60373801,0
331.6666667,-131.85486,232.65845,184.15158,-150.517728,-84.92923567,56.58999764,0
334.4444444,-131.89755,232.70425,184.16179,-150.514131,-84.92847178,56.57625727,0
337.2222222,-131.94159,232.75063,184.17201,-150.510534,-84.92770789,56.5625169,0
340,-131.98694,232.79755,184.18225,-150.5069369,-84.926944,56.54877653,0
342.7777778,-132.03357,232.84503,184.1925,-150.5009119,-84.92565678,56.52573722,0
345.5555556,-132.08145,232.89305,184.20277,-150.4935211,-84.92407518,56.49746726,0
348.3333333,-132.13055,232.94162,184.21306,-150.4861303,-84.92249358,56.46919729,0
351.1111111,-132.18085,232.99072,184.22337,-150.4787395,-84.92091199,56.44092733,0
353.8888889,-132.23232,233.04034,184.2337,-150.4713487,-84.91933039,56.41265736,0
356.6666667,-132.28491,233.09048,184.24406,-150.4639579,-84.91774879,56.3843874,0
359.4444444,-132.33862,233.14114,184.25446,-150.4524641,-84.91526204,56.34009863,0
362.2222222,-132.3934,233.19232,184.26488,-150.4404107,-84.91265185,56.29362548,0
365,-132.44923,233.244,184.27533,-150.4283574,-84.91004167,56.24715233,0
367.7777778,-132.50609,233.29617,184.28581,-150.4163041,-84.90743148,56.20067919,0
370.5555556,-132.56393,233.34883,184.29633,-150.4042507,-84.9048213,56.15420604,0
373.3333333,-132.62276,233.40198,184.30688,-150.3893266,-84.90160192,56.09677975,0
376.1111111,-132.68251,233.45561,184.31747,-150.3712924,-84.89772258,56.02748756,0
378.8888889,-132.74318,233.50972,184.32811,-150.3532582,-84.89384324,55.95819538,0
381.6666667,-132.80475,233.5643,184.33878,-150.335224,-84.8899639,55.88890319,0
384.4444444,-132.86717,233.61934,184.34949,-150.3171898,-84.88608456,55.819611,0
387.2222222,-132.93044,233.67484,184.36024,-150.2991556,-84.88220522,55.75031881,0
390,-132.9945,233.73079,184.37105,-150.2769937,-84.87735273,55.66422473,0
392.7777778,-133.05937,233.78719,184.38191,-150.2532267,-84.87212181,55.57159659,0
395.5555556,-133.125,233.84402,184.39282,-150.2294597,-84.86689088,55.47896844,0
398.3333333,-133.19136,233.90129,184.40378,-150.2056926,-84.86165996,55.38634029,0
401.1111111,-133.25842,233.95898,184.4148,-150.1819256,-84.85642903,55.29371214,0
403.8888889,-133.32619,234.0171,184.42586,-150.1587119,-84.85123887,55.20228251,0
406.6666667,-133.3946,234.07565,184.43698,-150.1366741,-84.84613536,55.11339973,0
409.4444444,-133.46367,234.13461,184.44817,-150.1146364,-84.84103184,55.02451696,0
412.2222222,-133.53336,234.19398,184.45941,-150.0925986,-84.83592832,54.93563418,0
415,-133.60362,234.25375,184.47072,-150.0705608,-84.8308248,54.8467514,0
417.7777778,-133.67447,234.31393,184.48209,-150.048523,-84.82572128,54.75786862,0
420.5555556,-133.74586,234.3745,184.49352,-150.0213466,-84.81929131,54.64669738,0
423.3333333,-133.81778,234.43546,184.505,-149.9937233,-84.812746,54.533588,0
426.1111111,-133.8902,234.4968,184.51657,-149.9661001,-84.80620069,54.42047863,0
428.8888889,-133.9631,234.55852,184.5282,-149.9384768,-84.79965538,54.30736925,0
431.6666667,-134.03647,234.6206,184.5399,-149.9108535,-84.79311006,54.19425988,0
434.4444444,-134.11028,234.68307,184.55167,-149.8825809,-84.78634992,54.07776844,0
437.2222222,-134.1845,234.7459,184.5635,-149.8508991,-84.7784619,53.94352122,0
440,-134.25911,234.80908,184.57542,-149.8192174,-84.77057388,53.809274,0
442.7777778,-134.33409,234.87262,184.58742,-149.7875356,-84.76268585,53.67502678,0
445.5555556,-134.40944,234.93651,184.59949,-149.7558538,-84.75479783,53.54077956,0
448.3333333,-134.4851,235.00075,184.61163,-149.7241721,-84.74690981,53.40653233,0
451.1111111,-134.5611,235.06532,184.62386,-149.7215793,-84.74018226,53.29552385,0
453.8888889,-134.63737,235.13023,184.63615,-149.76262,-84.73519541,53.21937348,0
456.6666667,-134.71393,235.19548,184.64853,-149.8036608,-84.73020856,53.14322311,0
459.4444444,-134.79074,235.26106,184.661,-149.8447015,-84.7252217,53.06707274,0
462.2222222,-134.86778,235.32697,184.67354,-149.8857423,-84.72023485,52.99092237,0
465,-134.94504,235.39319,184.68616,-149.926783,-84.715248,52.914772,0
467.7777778,-135.02249,235.45972,184.69887,-149.9803652,-84.70951837,52.8289557,0
470.5555556,-135.10013,235.52655,184.71167,-150.0339474,-84.70378874,52.74313941,0
473.3333333,-135.17792,235.59369,184.72455,-150.0875297,-84.69805911,52.65732311,0
476.1111111,-135.25586,235.66113,184.73752,-150.1411119,-84.69232948,52.57150681,0
478.8888889,-135.33392,235.72888,184.75058,-150.1946941,-84.68659985,52.48569052,0
481.6666667,-135.4121,235.79692,184.76373,-150.2639391,-84.68119852,52.40830265,0
484.4444444,-135.49034,235.86525,184.77698,-150.3436259,-84.67601606,52.33653372,0
487.2222222,-135.56866,235.93385,184.79031,-150.4233127,-84.67083359,52.2647648,0
490,-135.64703,236.00275,184.80374,-150.5029995,-84.66565113,52.19299588,0
492.7777778,-135.72545,236.07191,184.81726,-150.5826863,-84.66046866,52.12122695,0
495.5555556,-135.80388,236.14134,184.83087,-150.6623731,-84.65528619,52.04945803,0
498.3333333,-135.88231,236.21104,184.84459,-150.7919147,-84.65152478,52.01073784,0
501.1111111,-135.96072,236.281,184.8584,-150.9309525,-84.64803404,51.97831266,0
503.8888889,-136.03911,236.35123,184.87231,-151.0699903,-84.6445433,51.94588747,0
506.6666667,-136.11745,236.4217,184.88632,-151.2090281,-84.64105256,51.91346229,0
509.4444444,-136.19572,236.49245,184.90044,-151.3480658,-84.63756181,51.8810371,0
512.2222222,-136.27393,236.56343,184.91464,-151.4803636,-84.63435056,51.85310388,0
515,-136.35202,236.63466,184.92896,-151.6040832,-84.631495,51.83088771,0
517.7777778,-136.43001,236.70613,184.94337,-151.7278028,-84.62863944,51.80867153,0
520.5555556,-136.50787,236.77783,184.95789,-151.8515225,-84.62578389,51.78645535,0
523.3333333,-136.5856,236.84976,184.9725,-151.9752421,-84.62292833,51.76423918,0
526.1111111,-136.66318,236.92192,184.98723,-152.0989617,-84.62007278,51.742023,0
528.8888889,-136.74057,236.99431,185.00206,-152.2291022,-84.61769087,51.73011365,0
531.6666667,-136.81778,237.06693,185.017,-152.3728874,-84.61631548,51.74010631,0
534.4444444,-136.89479,237.13976,185.03204,-152.5166725,-84.61494008,51.75009897,0
537.2222222,-136.97159,237.2128,185.0472,-152.6604576,-84.61356468,51.76009163,0
540,-137.04816,237.28606,185.06245,-152.8042427,-84.61218929,51.77008429,0
542.7777778,-137.1245,237.35953,185.07782,-152.9512592,-84.61053578,51.77741534,0
545.5555556,-137.20058,237.4332,185.09329,-153.106585,-84.60816716,51.77790227,0
548.3333333,-137.27638,237.50706,185.10889,-153.2619109,-84.60579853,51.7783892,0
551.1111111,-137.35191,237.58113,185.12459,-153.4172367,-84.6034299,51.77887612,0
553.8888889,-137.42715,237.6554,185.1404,-153.5725625,-84.60106127,51.77936305,0
556.6666667,-137.50208,237.72984,185.15633,-153.7278883,-84.59869265,51.77984998,0
559.4444444,-137.57668,237.80447,185.17236,-153.8948039,-84.59651748,51.78699805,0
562.2222222,-137.65094,237.87929,185.1885,-154.122566,-84.59535795,51.8291171,0
565,-137.72487,237.95428,185.20477,-154.3503281,-84.59419843,51.87123614,0
567.7777778,-137.79843,238.02946,185.22116,-154.5780902,-84.5930389,51.91335519,0
570.5555556,-137.87163,238.10481,185.23766,-154.8058523,-84.59187938,51.95547424,0
573.3333333,-137.94444,238.18033,185.25427,-155.0246813,-84.590216,51.98650131,0
576.1111111,-138.01686,238.25601,185.271,-155.1780006,-84.58485767,51.93618724,0
578.8888889,-138.08887,238.33186,185.28784,-155.3313198,-84.57949933,51.88587316,0
581.6666667,-138.16046,238.40788,185.30481,-155.4846391,-84.574141,51.83555909,0
584.4444444,-138.23163,238.48405,185.3219,-155.6379583,-84.56878267,51.78524501,0
587.2222222,-138.30235,238.56038,185.3391,-155.7912776,-84.56342433,51.73493094,0
590,-138.37262,238.63686,185.35641,-155.9892984,-84.56350371,51.76432229,0
592.7777778,-138.44243,238.71349,185.37386,-156.2047032,-84.56569776,51.82471018,0
595.5555556,-138.51176,238.79027,185.39142,-156.420108,-84.56789181,51.88509808,0
598.3333333,-138.58061,238.86719,185.4091,-156.6355127,-84.57008586,51.94548598,0
601.1111111,-138.64896,238.94424,185.42691,-156.8509175,-84.5722799,52.00587387,0
603.8888889,-138.7168,239.02144,185.44484,-157.1075964,-84.57182764,52.06524861,0
606.6666667,-138.78412,239.09877,185.46289,-157.3836984,-84.57013004,52.12414658,0
609.4444444,-138.85092,239.17624,185.48106,-157.6598005,-84.56843245,52.18304454,0
612.2222222,-138.91718,239.25383,185.49936,-157.9359025,-84.56673486,52.2419425,0
615,-138.9829,239.33154,185.51778,-158.2120045,-84.56503727,52.30084047,0
617.7777778,-139.04805,239.40938,185.53632,-158.4707298,-84.56284055,52.34617927,0
620.5555556,-139.11264,239.48734,185.55498,-158.684772,-84.55936036,52.35665168,0
623.3333333,-139.17665,239.56541,185.57376,-158.8988143,-84.55588018,52.36712409,0
626.1111111,-139.24008,239.6436,185.59267,-159.1128565,-84.55239999,52.3775965,0
628.8888889,-139.30292,239.72191,185.61171,-159.3268987,-84.54891981,52.3880689,0
631.6666667,-139.36514,239.80032,185.63087,-159.5409409,-84.54543962,52.39854131,0
634.4444444,-139.42676,239.87885,185.65016,-159.7547654,-84.54110921,52.40617051,0
637.2222222,-139.48775,239.95747,185.66957,-159.9685602,-84.53666285,52.41341201,0
640,-139.54811,240.0362,185.68912,-160.182355,-84.5322165,52.4206535,0
642.7777778,-139.60783,240.11502,185.70879,-160.3961498,-84.52777015,52.42789499,0
645.5555556,-139.66692,240.19394,185.72858,-160.6099446,-84.52332379,52.43513649,0
648.3333333,-139.72533,240.27295,185.7485,-160.8354727,-84.51975265,52.45831576,0
651.1111111,-139.78308,240.35205,185.76855,-161.1470451,-84.52259972,52.59837209,0
653.8888889,-139.84016,240.43124,185.78873,-161.4586174,-84.52544678,52.73842841,0
656.6666667,-139.89656,240.51053,185.80904,-161.7701898,-84.52829385,52.87848474,0
659.4444444,-139.95227,240.58989,185.82947,-162.0817622,-84.53114092,53.01854107,0
662.2222222,-140.00728,240.66933,185.85004,-162.3933346,-84.53398799,53.1585974,0
665,-140.06158,240.74886,185.87073,-162.7049069,-84.53683506,53.29865372,0
667.7777778,-140.11517,240.82846,185.89156,-163.0438658,-84.5384168,53.43399062,0
670.5555556,-140.16805,240.90813,185.9125,-163.3982295,-84.5392868,53.56667284,0
673.3333333,-140.2202,240.98787,185.9336,-163.7525932,-84.5401568,53.69935507,0
676.1111111,-140.27162,241.06769,185.9548,-164.1069569,-84.5410268,53.83203729,0
678.8888889,-140.3223,241.14757,185.97615,-164.4613206,-84.5418968,53.96471951,0
681.6666667,-140.37222,241.22751,185.99762,-164.8181009,-84.54309276,54.10227316,0
684.4444444,-140.42139,241.30753,186.01923,-165.1825339,-84.5453209,54.25525297,0
687.2222222,-140.46979,241.38759,186.04095,-165.5469668,-84.54754905,54.40823279,0
690,-140.51743,241.46771,186.06282,-165.9113998,-84.5497772,54.5612126,0
692.7777778,-140.56429,241.5479,186.08482,-166.2758328,-84.55200535,54.71419241,0
695.5555556,-140.61037,241.62814,186.10695,-166.6402657,-84.5542335,54.86717223,0
698.3333333,-140.65565,241.70844,186.12921,-166.9402701,-84.55134813,54.9598309,0
701.1111111,-140.70015,241.78877,186.1516,-167.2280024,-84.54748875,55.04099982,0
703.8888889,-140.74385,241.86916,186.17412,-167.5157347,-84.54362938,55.12216874,0
706.6666667,-140.78674,241.94958,186.19678,-167.803467,-84.53977,55.20333767,0
709.4444444,-140.82881,242.03006,186.21956,-168.0911993,-84.53591063,55.28450659,0
712.2222222,-140.87007,242.11058,186.24248,-168.3820365,-84.53225219,55.36995785,0
715,-140.9105,242.19113,186.26552,-168.70858,-84.5309046,55.504656,0
717.7777778,-140.9501,242.27173,186.2887,-169.0351235,-84.52955701,55.63935415,0
720.5555556,-140.98886,242.35236,186.31201,-169.361667,-84.52820941,55.7740523,0
723.3333333,-141.02678,242.43301,186.33545,-169.6882106,-84.52686182,55.90875044,0
726.1111111,-141.06386,242.5137,186.35902,-170.0147541,-84.52551423,56.04344859,0
728.8888889,-141.10008,242.59442,186.38274,-170.2951359,-84.52450576,56.16034724,0
731.6666667,-141.13545,242.67517,186.40657,-170.5537946,-84.52365687,56.26886964,0
734.4444444,-141.16995,242.75595,186.43054,-170.8124533,-84.52280798,56.37739205,0
737.2222222,-141.20358,242.83675,186.45465,-171.071112,-84.52195909,56.48591446,0
740,-141.23634,242.91757,186.47888,-171.3297707,-84.5211102,56.59443687,0
742.7777778,-141.26823,242.99841,186.50325,-171.633018,-84.52112292,56.74556259,0
745.5555556,-141.29924,243.07927,186.52776,-172.0509214,-84.52335118,57.00623972,0
748.3333333,-141.32936,243.16014,186.55238,-172.4688248,-84.52557945,57.26691684,0
751.1111111,-141.35858,243.24103,186.57715,-172.8867283,-84.52780772,57.52759397,0
753.8888889,-141.38692,243.32193,186.60205,-173.3046317,-84.53003599,57.78827109,0
756.6666667,-141.41435,243.40285,186.62709,-173.7225351,-84.53226425,58.04894822,0
759.4444444,-141.44087,243.48376,186.65225,-174.1553396,-84.53429968,58.31883932,0
762.2222222,-141.46649,243.5647,186.67755,-174.6663747,-84.5353227,58.6371038,0
765,-141.4912,243.64563,186.70299,-175.1774099,-84.53634571,58.95536829,0
767.7777778,-141.51498,243.72656,186.72855,-175.688445,-84.53736873,59.27363277,0
770.5555556,-141.53784,243.80751,186.75424,-176.1994801,-84.53839175,59.59189725,0
773.3333333,-141.55978,243.88846,186.78008,-176.6657805,-84.53963935,59.86937258,0
776.1111111,-141.5808,243.9694,186.80603,-176.8040265,-84.54253397,59.84772744,0
778.8888889,-141.60088,244.05034,186.83212,-176.9422725,-84.54542859,59.82608231,0
781.6666667,-141.62001,244.13127,186.85835,-177.0805185,-84.54832321,59.80443717,0
784.4444444,-141.63821,244.2122,186.8847,-177.2187645,-84.55121783,59.78279203,0
787.2222222,-141.65547,244.29312,186.9112,-177.3570106,-84.55411244,59.76114689,0
790,-141.67178,244.37404,186.9378,-177.5063705,-84.55594973,59.746679,0
792.7777778,-141.68715,244.45494,186.96455,-177.6754884,-84.55590733,59.74497067,0
795.5555556,-141.70155,244.53583,186.99144,-177.8446064,-84.55586492,59.74326233,0
798.3333333,-141.71501,244.6167,187.01845,-178.0137244,-84.55582251,59.741554,0
801.1111111,-141.72751,244.69756,187.0456,-178.1828423,-84.5557801,59.73984567,0
803.8888889,-141.73904,244.7784,187.07288,-178.3519603,-84.5557377,59.73813733,0
806.6666667,-141.7496,244.85922,187.10028,-178.436298,-84.55899924,59.69857319,0
809.4444444,-141.7592,244.94003,187.12782,-178.5171031,-84.56239844,59.65743172,0
812.2222222,-141.76782,245.02081,187.15549,-178.5979083,-84.56579765,59.61629025,0
815,-141.77547,245.10158,187.18329,-178.6787134,-84.56919686,59.57514879,0
817.7777778,-141.78214,245.18231,187.21123,-178.7595186,-84.57259606,59.53400732,0
820.5555556,-141.78783,245.26303,187.23929,-117.6847827,-84.57615751,59.64648744,0
823.3333333,-141.79254,245.34372,187.26749,-51.29217358,-84.57973307,59.77232596,0
826.1111111,-141.79626,245.42438,187.2958,15.1004355,-84.58330862,59.89816447,0
828.8888889,-141.799,245.505,187.32426,81.49304457,-84.58688418,60.02400299,0
831.6666667,-141.80075,245.5856,187.35284,147.8856536,-84.59045973,60.14984151,0
834.4444444,-141.80151,245.66617,187.38156,179.652305,-84.59549196,60.23637429,0
837.2222222,-141.80127,245.7467,187.4104,179.4565339,-84.60186881,60.28662484,0
840,-141.80003,245.82721,187.43938,179.2607628,-84.60824567,60.3368754,0
842.7777778,-141.7978,245.90767,187.46848,179.0649917,-84.61462252,60.38712596,0
845.5555556,-141.79457,245.9881,187.49771,178.8692206,-84.62099937,60.43737651,0
848.3333333,-141.79033,246.06848,187.52707,178.6832471,-84.6274776,60.48141317,0
851.1111111,-141.7851,246.14883,187.55656,178.569123,-84.63469931,60.47988122,0
853.8888889,-141.77885,246.22914,187.58618,178.4549988,-84.64192101,60.47834928,0
856.6666667,-141.7716,246.3094,187.61594,178.3408747,-84.64914271,60.47681733,0
859.4444444,-141.76335,246.38962,187.64581,178.2267506,-84.65636441,60.47528539,0
862.2222222,-141.75407,246.46979,187.67581,178.1126264,-84.66358611,60.47375344,0
865,-141.74379,246.54991,187.70595,178.0890872,-84.67112335,60.37661047,0
867.7777778,-141.73248,246.62999,187.7362,178.2265879,-84.67922156,60.10949233,0
870.5555556,-141.72017,246.71002,187.7666,178.3640885,-84.68731976,59.8423742,0
873.3333333,-141.70683,246.79001,187.79712,178.5015892,-84.69541796,59.57525606,0
876.1111111,-141.69247,246.86993,187.82776,178.6390898,-84.70351616,59.30813792,0
878.8888889,-141.67711,246.94981,187.85854,178.7765905,-84.71161437,59.04101978,0
881.6666667,-141.66072,247.02965,187.88943,162.9545755,-84.71995389,58.72934667,0
884.4444444,-141.64331,247.10942,187.92046,96.59409419,-84.72905759,58.27658278,0
887.2222222,-141.62488,247.18913,187.9516,30.2336129,-84.7381613,57.82381889,0
890,-141.60542,247.2688,187.98288,-36.1268684,-84.747265,57.371055,0
892.7777778,-141.58493,247.3484,188.01428,-102.4873497,-84.7563687,56.91829111,0
895.5555556,-141.56342,247.42795,188.0458,-168.847831,-84.76547241,56.46552722,0
898.3333333,-141.54088,247.50743,188.07745,-179.1969161,-84.77452415,56.00407998,0
901.1111111,-141.5173,247.58685,188.10924,-178.8771638,-84.78356599,55.54097876,0
903.8888889,-141.4927,247.66621,188.14114,-178.5574116,-84.79260783,55.07787755,0
906.6666667,-141.46707,247.74551,188.17317,-178.2376593,-84.80164967,54.61477633,0
909.4444444,-141.44041,247.82475,188.20532,-177.9179071,-84.81069151,54.15167512,0
912.2222222,-141.41272,247.90393,188.2376,-177.5960879,-84.81985544,53.68892724,0
915,-141.384,247.98305,188.26999,-177.2504988,-84.8304234,53.2302428,0
917.7777778,-141.35425,248.06209,188.3025,-176.9049097,-84.84099136,52.77155836,0
920.5555556,-141.32346,248.14107,188.33516,-176.5593207,-84.85155933,52.31287391,0
923.3333333,-141.29164,248.21997,188.36794,-176.2137316,-84.86212729,51.85418947,0
926.1111111,-141.25879,248.29881,188.40083,-175.8681425,-84.87269525,51.39550502,0
928.8888889,-141.2249,248.37758,188.43385,-175.4871664,-84.88243524,50.88949215,0
931.6666667,-141.18997,248.45628,188.467,-175.0895376,-84.89178558,50.36120708,0
934.4444444,-141.154,248.53491,188.50026,-174.6919088,-84.90113593,49.83292201,0
937.2222222,-141.11702,248.61346,188.53365,-174.2942799,-84.91048628,49.30463694,0
940,-141.079,248.69194,188.56715,-173.8966511,-84.91983662,48.77635188,0
942.7777778,-141.03993,248.77034,188.60077,-173.4990223,-84.92918697,48.24806681,0
945.5555556,-140.99983,248.84868,188.6345,-173.2566381,-84.93438263,47.90056797,0
948.3333333,-140.9587,248.92694,188.66837,-173.0277533,-84.939217,47.56878967,0
951.1111111,-140.91652,249.00511,188.70235,-172.7988686,-84.94405138,47.23701137,0
953.8888889,-140.8733,249.0832,188.73645,-172.5699839,-84.94888575,46.90523307,0
956.6666667,-140.82907,249.16122,188.77068,-172.3410992,-84.95372012,46.57345477,0
959.4444444,-140.7838,249.23917,188.80502,-172.0728891,-84.95939256,46.19867687,0
962.2222222,-140.73749,249.31703,188.83948,-171.5982208,-84.96946478,45.59815108,0
965,-140.69014,249.3948,188.87405,-171.1235526,-84.979537,44.99762529,0
967.7777778,-140.64175,249.4725,188.90875,-170.6488843,-84.98960922,44.39709949,0
970.5555556,-140.59233,249.55013,188.94357,-170.1742161,-84.99968144,43.7965737,0
973.3333333,-140.54189,249.62766,188.9785,-169.6940377,-85.00935073,43.19392133,0
976.1111111,-140.4904,249.70511,189.01355,-169.1734519,-85.01606514,42.57567411,0
978.8888889,-140.43788,249.78247,189.04872,-168.6528662,-85.02277955,41.95742689,0
981.6666667,-140.38432,249.85974,189.084,-168.1322804,-85.02949396,41.33917967,0
984.4444444,-140.32974,249.93694,189.1194,-167.6116947,-85.03620837,40.72093244,0
987.2222222,-140.27412,250.01404,189.15492,-167.0911089,-85.04292278,40.10268522,0
990,-140.21748,250.09105,189.19055,-166.6013124,-85.04674013,39.50923988,0
992.7777778,-140.1598,250.16798,189.2263,-166.1662523,-85.04540714,38.95988675,0
995.5555556,-140.10109,250.24483,189.26216,-165.7311922,-85.04407415,38.41053363,0
998.3333333,-140.04135,250.32158,189.29814,-165.2961322,-85.04274117,37.8611805,0
1001.111111,-139.98059,250.39824,189.33423,-164.8610721,-85.04140818,37.31182738,0
1003.888889,-139.9188,250.47481,189.37044,-164.426012,-85.04007519,36.76247425,0
1006.666667,-139.85597,250.55128,189.40675,-164.0861931,-85.04538611,36.30200156,0
1009.444444,-139.79213,250.62767,189.44319,-163.8098683,-85.0551263,35.90078248,0
1012.222222,-139.72725,250.70396,189.47974,-163.5335435,-85.06486648,35.49956341,0
1015,-139.66135,250.78017,189.51639,-163.2572187,-85.07460667,35.09834433,0
1017.777778,-139.59442,250.85626,189.55316,-162.9808939,-85.08434685,34.69712526,0
1020.555556,-139.52647,250.93227,189.59004,-162.7281876,-85.09475341,34.3250443,0
1023.333333,-139.4575,251.00818,189.62703,-162.5699558,-85.10782544,34.06951578,0
1026.111111,-139.38751,251.084,189.66414,-162.4117239,-85.12089748,33.81398726,0
1028.888889,-139.3165,251.15971,189.70135,-162.2534921,-85.13396952,33.55845874,0
1031.666667,-139.24446,251.23534,189.73868,-162.0952602,-85.14704156,33.30293022,0
1034.444444,-139.17142,251.31085,189.77611,-161.9370284,-85.16011359,33.0474017,0
1037.222222,-139.09735,251.38628,189.81366,-161.8312977,-85.16246419,32.84355267,0
1040,-139.02226,251.4616,189.85132,-161.7386924,-85.16213443,32.6526235,0
1042.777778,-138.94617,251.53682,189.88908,-161.646087,-85.16180467,32.46169433,0
