timestamp,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6,gripper,scale
128.14,221.801086,291.815704,279.670959,-149.42894,-79.618101,-23.379027,60.631998,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,0.02
129.139,221.801086,291.815704,279.670959,-149.42894,-79.618101,-23.379027,60.631998,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,0.02
139.639,221.800522,291.816132,279.670929,-149.42894,-79.618101,-23.378913,60.632113,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,0.02
155.139,221.799973,291.816559,279.670929,-149.42894,-79.618101,-23.378798,60.632227,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,0.02
170.639,221.798843,291.817413,279.670929,-149.42894,-79.618101,-23.378569,60.632571,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,0.02
186.139,221.797729,291.818237,279.670929,-149.42894,-79.618101,-23.37834,60.632686,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,0.02
201.879,221.797729,291.818237,279.670929,-149.42894,-79.618101,-23.37834,60.632686,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,0.02
218.407,221.797165,291.818665,279.670929,-149.42894,-79.618101,-23.378225,60.6328,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,-0.01
233.03,221.797165,291.818665,279.670929,-149.42894,-79.618101,-23.378225,60.6328,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,-0.01
248.534,221.7966,291.819092,279.670929,-149.42894,-79.618101,-23.37811,60.632915,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,-0.01
265.064,221.795486,291.819916,279.670929,-149.42894,-79.618101,-23.377881,60.633087,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,-0.01
278.557,221.794922,291.820343,279.670929,-149.42894,-79.618101,-23.377767,60.633316,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,-0.01
294.058,221.793808,291.821198,279.670929,-149.42894,-79.618101,-23.377537,60.633431,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,-0.01
310.056,221.793808,291.821198,279.670929,-149.42894,-79.618101,-23.377537,60.633431,34.852908,74.688028,66.225613,-59.751878,-31.11327,1,-0.01
