timestamp,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6,gripper,scale
126.984,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.03
128.491,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.03
139.983,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.03
155.984,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.03
170.983,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.03
186.414,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.03
201.735,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.03
218.973,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
234.37,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
249.899,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
265.352,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
280.15,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
295.806,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
310.938,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
326.358,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
342.142,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
355.933,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
371.434,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
386.793,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
402.328,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
417.89,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
434.946,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
451.021,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
465.516,223.110916,289.488617,272.491608,-158.558621,-81.010159,-11.412001,59.938089,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
480.034,223.110352,289.489044,272.491608,-158.558621,-81.010159,-11.411887,59.938204,35.081862,72.9165,61.633299,-59.243779,-29.761949,0,0.02
496.715,223.111084,289.480469,272.486206,-158.609156,-81.00781,-11.369087,59.938204,35.081862,72.9165,61.6443,-59.243779,-29.77295,0,0.02
512.072,223.111084,289.480469,272.486206,-158.609156,-81.00781,-11.369087,59.938204,35.081862,72.9165,61.6443,-59.243779,-29.77295,0,0.02
527.667,223.111084,289.480469,272.486206,-158.609156,-81.00781,-11.369087,59.938204,35.081862,72.9165,61.6443,-59.243779,-29.77295,0,0.02
543.089,223.111084,289.480469,272.486206,-158.609156,-81.00781,-11.369087,59.938204,35.081862,72.9165,61.6443,-59.243779,-29.77295,0,0.02
