timestamp,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6,gripper
0,-25.446237564086914,216.21751403808594,148.1376953125,86.67301940917969,-76.07759094238281,-133.90541076660156,74.47516632080078,29.910682678222656,35.06975173950195,-2.6978511810302734,-63.99345779418945,-13.946935653686523,0.9979720115661621
1,-29.91269874572754,267.4814758300781,187.55393981933594,103.84806060791016,-94.26143646240234,-162.13722229003906,92.60965728759766,35.21232986450195,41.99766540527344,-2.595111608505249,-78.49443054199219,-16.873783111572266,0.9977297782897949
2,-21.703935623168945,275.94757080078125,197.44390869140625,100.57659149169922,-90.1513442993164,-163.88363647460938,93.16708374023438,34.22909927368164,41.46049880981445,-3.81032657623291,-80.85706329345703,-10.306238174438477,0.9976621270179749
3,-6.557539939880371,278.126220703125,204.88026428222656,90.97838592529297,-77.86942291259766,-160.4344482421875,89.75965118408203,31.251285552978516,38.856388092041016,-5.867361068725586,-81.40518951416016,2.4764347076416016,0.9976044297218323
4,-38.67157745361328,266.2325134277344,195.6007080078125,71.63616180419922,-70.06244659423828,-166.50172424316406,99.45307922363281,32.44770431518555,38.13981246948242,4.177906036376953,-86.87571716308594,10.963308334350586,0.9975550770759583
5,-78.00714874267578,255.17193603515625,186.1673126220703,58.96529006958008,-68.26282501220703,-158.42054748535156,110.9749526977539,35.77817916870117,40.355960845947266,14.841299057006836,-88.40011596679688,12.039532661437988,0.9976136088371277
6,-98.41653442382812,249.81227111816406,183.17666625976562,60.927833557128906,-66.09140014648438,-151.67164611816406,116.7698745727539,36.15520095825195,40.72938537597656,20.235567092895508,-88.17848205566406,14.11424446105957,0.9977148175239563
7,-132.45620727539062,241.44754028320312,174.3615264892578,55.18489074707031,-64.64730834960938,-140.1121368408203,126.04431915283203,39.52227020263672,43.14043045043945,28.469982147216797,-88.30154418945312,15.004222869873047,0.997822105884552
8,-169.7211151123047,236.45750427246094,160.22543334960938,63.29588317871094,-82.24003601074219,-140.01556396484375,135.61390686035156,46.3100471496582,48.7513542175293,34.98107147216797,-88.29390716552734,-3.069680690765381,0.9979475736618042
9,-177.95281982421875,231.70022583007812,162.07789611816406,57.239837646484375,-107.574951171875,-119.71530151367188,137.42764282226562,44.30056381225586,47.27605056762695,35.86116409301758,-87.24072265625,-28.007566452026367,0.9978756904602051
10,-92.43079376220703,252.18675231933594,185.77281188964844,74.10832214355469,-118.31048583984375,-105.39630126953125,112.43510437011719,34.0795783996582,40.95353317260742,13.238840103149414,-80.65869140625,-37.87713623046875,0.9980892539024353
11,-31.497539520263672,264.9300537109375,204.847900390625,81.25286102294922,-108.79527282714844,-124.321533203125,96.30342102050781,28.507291793823242,36.61107635498047,-0.04840087890625,-79.85359191894531,-27.79541015625,0.9976720809936523
12,8.317261695861816,263.7857666015625,210.2156982421875,62.37455749511719,-101.24695587158203,-117.537353515625,85.84992980957031,25.509672164916992,32.52058410644531,-7.054403305053711,-83.60838317871094,-18.282745361328125,0.9976290464401245
13,28.032224655151367,260.3630676269531,209.6068878173828,54.27582931518555,-104.27784729003906,-114.81143188476562,80.54391479492188,24.810550689697266,30.8673095703125,-10.386545181274414,-85.30026245117188,-20.463340759277344,0.9976608157157898
14,28.28394889831543,260.4093017578125,209.62953186035156,54.22044372558594,-104.31827545166016,-114.88204956054688,80.47311401367188,24.811338424682617,30.86475372314453,-10.44862174987793,-85.30574035644531,-20.501781463623047,0.9976601600646973
15,28.28513526916504,260.4102783203125,209.62916564941406,54.22176742553711,-104.31645965576172,-114.88514709472656,80.47280883789062,24.811731338500977,30.865079879760742,-10.448955535888672,-85.30585479736328,-20.50000762939453,0.9976602792739868
16,28.285133361816406,260.4102478027344,209.629150390625,54.22179412841797,-104.31640625,-114.88520812988281,80.47280883789062,24.81174087524414,30.865093231201172,-10.448958396911621,-85.30586242675781,-20.49996566772461,0.9976601600646973
17,28.285133361816406,260.4102478027344,209.629150390625,54.22179412841797,-104.31640625,-114.88520812988281,80.47280883789062,24.81174087524414,30.865093231201172,-10.448958396911621,-85.30586242675781,-20.499961853027344,0.9976601600646973
18,28.285133361816406,260.4102478027344,209.629150390625,54.22179412841797,-104.31640625,-114.88520812988281,80.47280883789062,24.81174087524414,30.865093231201172,-10.448958396911621,-85.30586242675781,-20.499961853027344,0.9976601600646973
19,28.285139083862305,260.4102783203125,209.629150390625,54.2218017578125,-104.31642150878906,-114.88520812988281,80.47280883789062,24.811738967895508,30.865087509155273,-10.448958396911621,-85.30586242675781,-20.499967575073242,0.9976602792739868
20,28.285133361816406,260.4102478027344,209.629150390625,54.22179412841797,-104.31640625,-114.88520812988281,80.47280883789062,24.81174087524414,30.865093231201172,-10.448958396911621,-85.30586242675781,-20.49996566772461,0.9976601600646973
21,28.285133361816406,260.4102478027344,209.629150390625,54.22179412841797,-104.31640625,-114.88520812988281,80.47280883789062,24.81174087524414,30.865093231201172,-10.448958396911621,-85.30586242675781,-20.499961853027344,0.9976601600646973
22,28.285133361816406,260.4102478027344,209.629150390625,54.22179412841797,-104.31640625,-114.88520812988281,80.47280883789062,24.81174087524414,30.865093231201172,-10.448958396911621,-85.30586242675781,-20.499961853027344,0.9976601600646973
23,28.285139083862305,260.4102783203125,209.629150390625,54.2218017578125,-104.31642150878906,-114.88520812988281,80.47280883789062,24.811738967895508,30.865087509155273,-10.448958396911621,-85.30586242675781,-20.499967575073242,0.9976602792739868
