timestamp,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6
1717057571.8405476,-35.016781,278.052979,206.082413,41.433729,-84.097657,-122.31778,97.307657,31.34973,39.237124,-1.527104,-86.796574,-3.625505
1717057571.9462678,-35.063347,278.047699,206.057678,42.799604,-84.000712,-123.64561,97.307657,31.34973,39.237124,-1.57105,-86.773656,-3.790288
1717057572.0557363,-35.13303,278.039093,206.027267,43.044887,-84.015552,-123.824487,97.307657,31.34973,39.237124,-1.63694,-86.746211,-3.790288
1717057572.1649902,-35.133114,278.040375,206.012512,43.134956,-84.025578,-123.914155,97.307657,31.34973,39.237124,-1.63694,-86.73246,-3.790288
1717057572.274438,-34.854717,278.084747,206.014221,37.870734,-84.473975,-118.887597,97.307657,31.34973,39.237124,-1.373265,-86.73246,-3.1311
1717057572.3783715,-34.297501,278.169586,206.017899,27.581042,-85.072659,-109.083601,97.307657,31.34973,39.237124,-0.845972,-86.73246,-2.0874
1717057572.4877682,-34.250942,278.176514,206.017456,23.902424,-85.222659,-105.435751,97.307657,31.34973,39.237124,-0.802026,-86.73246,-1.746834
1717057572.5969343,-34.169998,278.194763,205.943466,19.596933,-85.436029,-101.191337,97.307657,31.34973,39.237124,-0.725078,-86.66382,-1.34032
1717057572.7064223,-34.372143,278.250793,204.823914,-2.582951,-86.73395,-78.76955,97.307657,31.34973,39.237124,-0.911862,-85.629287,0.351567
1717057572.815519,-34.73077,278.262024,204.07373,-4.004173,-87.502802,-76.912365,97.278092,31.32916,39.237869,-1.384266,-84.841929,0.439459
1717057572.9270816,-36.432953,280.427826,213.685226,-11.391432,-84.992216,-65.785467,96.584641,29.625642,39.777881,-5.899632,-85.354611,1.878671
1717057573.0385664,-36.242916,291.412811,255.295044,16.718565,-76.830374,-92.338394,95.743998,23.21138,42.659229,-8.42649,-83.692919,-0.878917
1717057573.1477904,-31.382437,303.098785,307.306824,26.754837,-74.430312,-106.215833,95.104921,14.76495,47.564435,-5.954578,-71.539281,-3.647449
1717057573.2572525,-25.283865,305.126587,362.907227,57.04322,-77.771973,-137.82219,93.892026,5.149401,54.041723,-7.338845,-48.12009,-4.70215
1717057573.3665779,-22.864233,293.495972,420.494568,78.968653,-74.997826,-160.849708,93.774799,-2.345918,60.7879,-8.613275,-30.322244,-6.78955
1717057573.4763649,-21.618544,275.277649,466.776367,80.538729,-70.239469,-162.906053,93.776346,-7.782715,66.564976,-12.150888,-19.606043,-7.503684
1717057573.5856564,-23.512857,268.61438,475.971771,80.605479,-68.763301,-161.024746,93.805223,-9.309934,67.350387,-19.753408,-18.177774,-1.450213
1717057573.6950614,-29.63817,275.594727,459.629913,75.45201,-66.327657,-150.949627,93.805567,-7.322057,64.632103,-26.059553,-26.861579,2.0874
1717057573.80415,-35.284191,289.401855,414.810272,66.736978,-67.722637,-137.68193,93.808203,-1.925367,58.375175,-24.697288,-41.91742,1.109647
1717057573.911224,-34.759708,300.378662,351.11911,61.606714,-74.274123,-133.396034,93.95488,6.322647,51.511599,-18.083522,-54.304481,-0.933864
1717057574.0175512,-32.103561,299.835632,299.093536,53.503372,-73.911212,-129.864551,94.503831,14.536971,46.207041,-10.349107,-68.632494,-7.426736
1717057574.128887,-27.39397,293.257507,262.684082,49.359168,-75.058159,-130.383422,94.757651,20.634617,42.62531,-4.76804,-78.039545,-9.503193
1717057574.2385046,-22.387766,287.535767,237.114426,42.948,-81.949695,-127.46128,94.757536,24.595646,40.576928,-0.582297,-80.145279,-5.2185
1717057574.3477654,-24.906658,283.43573,226.230286,42.602506,-83.875922,-124.276207,94.757651,26.388373,39.618771,-3.328885,-81.564324,-3.295882
1717057574.461441,-26.141302,283.158752,226.006073,44.036104,-83.727354,-124.539711,94.757651,26.435757,39.601181,-4.493422,-81.660466,-3.251937
1717057574.575168,-25.923355,283.195862,226.014069,45.041645,-83.609038,-125.759022,94.757651,26.435757,39.601525,-4.306637,-81.660466,-3.460665
1717057574.6845248,-24.657816,283.387024,226.045303,44.478198,-83.629894,-126.393802,94.757651,26.435757,39.601525,-3.021264,-81.660466,-3.691395
1717057574.7938757,-23.90815,283.487762,226.060791,43.786122,-83.683924,-126.407381,94.757651,26.435757,39.601525,-2.38402,-81.660466,-3.735341
1717057574.9032273,-23.94278,283.483307,226.060135,43.83786,-83.679283,-126.42669,94.757651,26.435757,39.601525,-2.416965,-81.660466,-3.735341
1717057575.016853,-24.162035,283.454681,226.055847,44.164618,-83.650062,-126.547928,94.757651,26.435757,39.601525,-2.625751,-81.660466,-3.735341
1717057575.1233556,-24.17354,283.453186,226.055435,43.753922,-83.694237,-126.123767,94.757651,26.435757,39.601525,-2.636694,-81.660466,-3.669451
1717057575.23256,-24.392597,283.424652,226.040817,43.420862,-83.747751,-125.580603,94.757651,26.435757,39.601525,-2.84548,-81.651299,-3.559558
