timestamp,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6,gripper,scale
127.614,-133.77066,230.903793,183.558701,-157.249986,-85.542026,64.266212,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.505103,0,0.04
129.616,-133.77066,230.903793,183.558701,-157.249986,-85.542026,64.266212,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.505103,0,0.04
141.105,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.04
155.656,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.04
170.66,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.04
186.02,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.04
201.892,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.04
216.896,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
235.268,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
250.382,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
265.376,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
280.947,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
296.562,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
312.04,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
326.32,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
340.78,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
356.285,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
372.816,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
388.421,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
403.91,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
418.875,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
433.153,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
448.672,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
465.774,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
480.711,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
494.71,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
510.714,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
525.711,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
541.209,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
556.923,-133.77066,230.903809,183.558731,-157.380047,-85.546208,64.396675,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.516104,0,0.02
571.928,-133.77066,230.903809,183.558762,-157.510395,-85.550448,64.527424,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.527104,0,0.02
589.38,-133.77066,230.903809,183.558792,-157.640972,-85.554631,64.658402,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.538105,0,0.02
604.388,-133.77066,230.903809,183.558823,-157.771778,-85.558814,64.789609,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.549049,0,0.02
619.626,-133.77066,230.903809,183.558823,-157.771778,-85.558814,64.789609,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.549049,0,0.02
635.652,-133.77066,230.903809,183.558823,-157.771778,-85.558814,64.789609,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.549049,0,0.02
650.709,-133.77066,230.903809,183.558823,-157.771778,-85.558814,64.789609,129.398507,35.195823,40.186114,43.055429,-82.14112,-1.549049,0,0.02
