timestamp,x,y,z,roll,pitch,yaw,joint1,joint2,joint3,joint4,joint5,joint6,gripper,scale
147.431,233.998993,270.291321,256.109283,-90.957279,-85.476078,-65.449656,54.475509,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,0.01
148.434,233.998474,270.291779,256.109283,-90.957279,-85.476078,-65.449542,54.475509,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,0.01
154.932,233.998474,270.291779,256.109283,-90.957279,-85.476078,-65.449542,54.475509,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,0.01
170.938,233.997955,270.292206,256.109283,-90.957279,-85.476078,-65.449427,54.475624,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,0.01
186.934,233.997955,270.292206,256.109283,-90.957279,-85.476078,-65.449427,54.475624,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,0.01
202.247,233.997437,270.292664,256.109283,-90.957279,-85.476078,-65.449313,54.475681,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,0.01
217.556,233.996918,270.293091,256.109283,-90.957279,-85.476078,-65.449198,54.475796,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,0.01
231.837,233.996918,270.293091,256.109283,-90.957279,-85.476078,-65.449198,54.475796,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,1.0
249.028,233.996399,270.293549,256.109283,-90.957279,-85.476078,-65.449084,54.47591,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,1.0
264.526,233.99588,270.294006,256.109283,-90.957279,-85.476078,-65.448969,54.476025,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,1.0
279.533,233.995361,270.294434,256.109283,-90.957279,-85.476078,-65.448854,54.47614,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,1.0
295.033,233.994843,270.294891,256.109283,-90.957279,-85.476078,-65.44874,54.476254,34.599775,64.858249,35.211179,-64.173909,-12.282725,0,1.0
310.703,233.994843,270.294891,256.109314,-90.959628,-85.487079,-65.446391,54.476254,34.599775,64.858249,35.211179,-64.173909,-12.293726,0,1.0
326.225,233.994843,270.294891,256.109344,-90.961977,-85.498023,-65.444042,54.476254,34.599775,64.858249,35.211179,-64.173909,-12.30467,0,1.0
341.401,233.994843,270.294891,256.109375,-90.964384,-85.509023,-65.441635,54.476254,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
356.919,233.994843,270.294891,256.109375,-90.964384,-85.509023,-65.441635,54.476254,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
373.385,233.994324,270.295319,256.109375,-90.964384,-85.509023,-65.44152,54.476369,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
388.113,233.993805,270.295776,256.109375,-90.964384,-85.509023,-65.441406,54.476483,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
403.157,233.993805,270.295776,256.109375,-90.964384,-85.509023,-65.441406,54.476483,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
418.643,233.993805,270.295776,256.109375,-90.964384,-85.509023,-65.441406,54.476483,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
434.405,233.993805,270.295776,256.109375,-90.964384,-85.509023,-65.441406,54.476483,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
448.735,233.993805,270.295776,256.109375,-90.964384,-85.509023,-65.441406,54.476483,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
464.714,233.993286,270.296204,256.109344,-90.964384,-85.509023,-65.441291,54.476598,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
479.711,233.993286,270.296204,256.109344,-90.964384,-85.509023,-65.441291,54.476598,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
494.858,233.992767,270.296661,256.109344,-90.964384,-85.509023,-65.441177,54.476713,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
510.151,233.992767,270.296661,256.109344,-90.964384,-85.509023,-65.441177,54.476713,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
525.174,233.992249,270.297119,256.109344,-90.964384,-85.509023,-65.441062,54.476827,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
540.957,233.992249,270.297119,256.109344,-90.964384,-85.509023,-65.441062,54.476827,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
556.707,233.99173,270.297546,256.109344,-90.964384,-85.509023,-65.440948,54.476942,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
572.857,233.99173,270.297546,256.109344,-90.964384,-85.509023,-65.440948,54.476942,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
587.802,233.99173,270.297546,256.109344,-90.964384,-85.509023,-65.440948,54.476942,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
602.444,233.99173,270.297546,256.109344,-90.964384,-85.509023,-65.440948,54.476942,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
617.745,233.99173,270.297546,256.109344,-90.964384,-85.509023,-65.440948,54.476942,34.599775,64.858249,35.211179,-64.173909,-12.315671,0,1.0
